,Video_id,Comments
284,NKsYrkoPgq0,"I live in Israel and have been thinking a lot during these times about the two modes people can live an act in - love and fear. Still not able to process the horrifying acts of terror which took place... 
I feel for all people affected by the attacks and the war, thinking of all of the people who are hurting and suffering and hoping that we can save as many lives as possible and end this with as little aded suffering as we can for all people, Israelis Palestinians and others. Let there be love❤"
285,NKsYrkoPgq0,"https://www.youtube.com/watch?v=1lYPBwZdJ8U
Love Over Fear, for Israel, Palestine and the whole world."
286,NKsYrkoPgq0,FREE PALESTINEEEEEE
287,NKsYrkoPgq0,Love over fear 🫶
288,NKsYrkoPgq0,#We stand with Israel!
289,NKsYrkoPgq0,"Thanks for posting this Mat, as an Israeli it means a lot. Thank you.
I do have to say I'm personally disappointed by Ammar. It's clear to me that your message as Yes Theory is love and peace, but unfortunately Ammar only posts on his IG things that encourage people to hate Israelis. For example he only mentioned Palestinian casualties and not Israeli. Also all his stories are anti Israel. It makes me feel that he doesn't live the motto ""love over fear"".

Anyway thanks again for posting this, and I'm looking forward to the video."
290,NKsYrkoPgq0,Just an idea: keep releasing the podcast and videos but give the earnings to humanitarian help in the area + have links to where people can donate on the videos. There isn’t much else you can do in my eyes
291,NKsYrkoPgq0,❤ 🙏😥
292,NKsYrkoPgq0,I love you yes theory but you have to stand with right side
293,NKsYrkoPgq0,You have to have a side . What is happening  right now is a genocide
294,NKsYrkoPgq0,Seek discomfort seek the truth stand with palestine. Don’t be neutral. Be brave and dig for the truth.
295,NKsYrkoPgq0,Free palestine 🇵🇸
296,NKsYrkoPgq0,"You have to do your own research. Don't trust the mainstream media. They are lying to the mass people. If you truly understand the history, then you'll know who's guilty. When you are being oppressed for decades, with your basic human rights being controlled by the the other ""government"", how can it not create a so-called ""terrorist group"". They are not terrorist, they are just freedom fighters. Trying to fight for their right to LIVE FREELY. It is not a war. A war is when both sides are equal in power, etc. Please, do your research."
297,go42FugS4uE,"(Matt wrote this on his newsletter today, but we thought we'd share it here too) 

Hey there, 

Today is a big day for me. 
We're finally revealing the book cover to all of you. I've been waiting for this moment for so long. But it's tough to celebrate. The world is in so much pain right now. 

My heart breaks for those most affected. For the innocents. The moms, dads but especially the kids. On all sides. In times like these when it's all too easy to feel helpless, I remember the Joan Baez quote, “Action is the antidote to despair.” Action doesn't have to be anything big. Action is a smile. A compliment. A call to a friend. Action, sometimes, is simply continuing. 

With 37 days left until the book comes out, I've been hesitant to keep talking about it. There are more important things going on. But when I really sit and think about it, the most impactful thing I can do is share this story—our story—with the world. A story about befriending strangers. A story about following one's bliss. A story about letting go of old narratives. 

So I hope you'll understand if I don't stop. If I keep pushing. I hope you'll also remember that on days of despair, the most important thing you can do is continue in the pursuit of your truth. The world needs it. It needs your light, your smile, your push. Now more than ever. Keep going. 

Love, 

Matt"
298,go42FugS4uE,So proud of y’all!! Can’t wait to read the book!!
299,go42FugS4uE,I'm getting the book for sure
300,go42FugS4uE,I will get all of my friends to buy it lol
301,go42FugS4uE,"Hi there,

I just wanted to give you a heads up that we’re putting a quick pause on promotion of the book due to the events happening in the Middle East.

It feels off to talk about a book this week with everything that’s happening right now.

For that reason, we’re pushing back the launch by two weeks. Talk To Strangers will now release on December 3rd, 2023.

Your book will ship immediately upon launch and you’ll receive a tracking number along with it.

If you no longer want the book because of the date change, I totally understand. Please reach out to our team at email and they’ll get your money back to you right away.

Alright, that’s all for now.

Thank you for your understanding, for your love, and for your continuous support.

Sending love your way,

Matt"
302,go42FugS4uE,are you going to release an audiobook version as well?
303,go42FugS4uE,Everyone needs a Dez in their life haha
304,go42FugS4uE,Dez is one of my favorite ad ons to YES Theory. Her and Stephan. Love it.
305,go42FugS4uE,"I love all of this, and I am so incredibly pumped for the Buried Life episode!!! Loving all of Matt’s Going Away Party."
306,go42FugS4uE,Is Derin credited anywhere for cowriting?
307,go42FugS4uE,"Hi Dez and Matt! I like the color combo however I prefer this time the papercover. All my books have the hard cover but I was thinking to Yes theory book passes the lighter version. To enjoy life, seek discomfort needs some kind of flexibility. In this case easier to read and hopefully to use it in every day life ;) ❤ However the most important thing is that you enjoyed doing this together and Matt achieved his goal what makes him proud 🎉❤. Hugs!😊"
308,go42FugS4uE,Why aren’t you speaking for Israel? You spoke so loudly about Ukraine..
309,go42FugS4uE,this is my favourite podcast by far
310,go42FugS4uE,stoooop i am so so excited to read this and the the fact that Mark Manson gave a review on it and read it ??? like omg “the art of not giving a f” is literally one of my favorite books 🫶🏼💙⚡️⚡️⚡️
311,go42FugS4uE,"Amazing podcast! Thank you for being so vulnerable, love the vibe you two bring!!"
312,go42FugS4uE,❤❤❤
313,go42FugS4uE,"The cover looks sick ! Great color  pallet,  not messy at all ! You guys can be very proud :)"
314,go42FugS4uE,So excited to get my book!
315,go42FugS4uE,"Hey, I´m really excited for the book! Will there be an audio version available? Would love that!"
316,go42FugS4uE,Is it just me that think he could have his own yes theory series that is just these podcasts.. since he seems to love this ?
317,HVVajQO7w0A,"What would you guys tell a 35 yr old guy that has been doing the same thing since he was 18 ... he has dreams of wanting to do more, but his dreams are vague because he's never done anything else."
318,HVVajQO7w0A,Promo>SM ❤️
319,HVVajQO7w0A,"When I turned thirty last year, blew my mind how much I did accomplish! Even prouder of you all ❤ grew up with you guys, I have seek discomfort flags everywhere. I even was asked “ I love that saying where did you get it” by an elderly gentleman off a sweatshirt from last year. I blessed to have found you guys and blessed to pass it on to my children and my community who needs a little happiness. Been apart of yes fam, Kentucky, Indiana Tennessee for awhile and keep trying to build relationships out there! Have a blessed day."
320,HVVajQO7w0A,I love both of them 😍💖
321,HVVajQO7w0A,Theoretically Yess ❤
322,SCH3AmkeKHI,Thanks for this convo Matt and thanks for listening everyone ❤
323,SCH3AmkeKHI,One of the most beautiful conversations I have ever witnessed 🤍💙
324,SCH3AmkeKHI,wooow.. i stopped watching for years because something didnt feel the same.. now i understand thank you
325,SCH3AmkeKHI,"Good for you guys. This is fantastic, especially to see two young men talking so openly about how they feel. Bravo! It’s remarkable the insights that you’re having at 30. I’m 39, and it certainly is a much different perspective than 29, but I’m just starting to finally sit with myself and feel everything I’ve been through over my lifetime. Lots and lots of trauma. Lots of saying yes when I really wanted to say no. Lots of burn out. It is hard and it is a lot to process. But man is life so much better once you do and have that wisdom and experience to pull from. Great video. Thanks for being brave!"
326,SCH3AmkeKHI,❤❤
327,SCH3AmkeKHI,"This was powerful. Thank you for inviting us in to witness the respect, compassion, and love you have for each other. Wow, just amazing. And yes: MAGIC happened in that black taxi when Matt joined."
328,SCH3AmkeKHI,"Wow. Deep. Thanks Thomas and Matt for opening up and being vulnerable in front of the Yes Theory family. Great role models for your audience and men, to be real with yourself and reflect your emotions. The videos are amazing, we don’t realize the amount of pull it may have on a Youtubers life. Thank you guys for all that you do for the global community. Peace be with you and greetings from Los Angeles, you guys rock!"
329,SCH3AmkeKHI,If you do what you have always done you will get what you always had ❤️
330,SCH3AmkeKHI,Thanks to a useful in-depth conversation
331,SCH3AmkeKHI,You guys obviously love each other. I can't imagine either of you not being in each other's lives.
332,SCH3AmkeKHI,"I finally got around to watching this one. My birthday was 11/19 I’m so happy to see what happened on that day and to now come back and here this, it was a surprise gift that was in front of my eyes ❤"
333,SCH3AmkeKHI,Matt had to come back to fix the damage his brother did
334,SCH3AmkeKHI,❤ brave. deep. raw. inspirational. thank you! ❤
335,SCH3AmkeKHI,"Awesome conversation guys, thank you for sharing"
336,SCH3AmkeKHI,Audience to subscribers to community is all telling
337,SCH3AmkeKHI,This was a beautiful conversation
338,SCH3AmkeKHI,"I feel this so much. I was also never really able to admit it out loud, because COVID meant a lot of horrible things for a lot of people. The impact that it had on everyone was severe, so I still don't understand why, but the pandemic really saved my life. That was the only way that I was able to escape from the horrible life that I had, slow down and start working on myself to change it."
339,SCH3AmkeKHI,"Honestly there is nothing more attractive than a man who talks so openly about his intentions, fears and emotions. It makes me quite sad and annoyed at us people for having built, throughout many decades, this type of patriarchal society where sharing these parts of ourselves with this kind of openness is considered weak and something to be ashamed of for men. I truly admire the ability that you two have to sit in front of each other and share your experiences face to face. It takes a lot of emotional intelligence, and I am glad to see it happening more and more between guys.💫"
340,SCH3AmkeKHI,"I can so relate to Matt a little bit right now, as I’ve had a pretty adventurous life up until the last year or so and at this point, I’m 34 and I have no idea what I want in life. I just want to be happy, I know that much."
341,SCH3AmkeKHI,There is just something about Matt that is icky. The way he moves there is something about him. Even more so the fact that he left abruptly did his own thing using the fame of yes theory then came back when it was time to promote his book. I know he went through a lot and I get it. But you can go through a lot and still be a little bit of an egotistical arrogant person. Anyways glad they’re talking though 😊
342,LmZy0EG70R4,"These podcasts have been helping me through a difficult time. Thank you SO MUCH for making these and speaking truth about your experiences. I came back into my body slowly from April-August of last year and am finding ways to stay. Inner child practices, yoga, breathwork, somatic movement and time outside have really helped me. I’m beginning to see the people and situations that are currently in my life that I need space from. It’s kind of a scary time because I used to define myself from external sources. Now I know my worth and my value and am meant for so much more. I’m becoming a trauma informed breathwork practitioner and I want to help others find safe space for themselves. As I’m moving through my own difficulties, I know I’m not alone and this community is a safe space for me. So thank you again from the bottom of my heart. 💛"
343,LmZy0EG70R4,"Mattttttttt,

It’s been so cool watching these but EVEN more amazing seeing how happy you are. You are so awesome and deserve every good thing."
344,LmZy0EG70R4,❤
345,LmZy0EG70R4,"a lot of people dont know what Bonnie explained about therapy, it is such a complex world and finding a connection with a specific therapist is soo necesary"
346,LmZy0EG70R4,Bonnie is priceless. Love this girl! Thanks for representing us fellow therapists.
347,LmZy0EG70R4,This was so insightful I had to reflect on my life and reconsider seeing a therapist. Thank you guys so much for the great conversation. This will help a lot of people to have a better view of their lives and change. ❤
348,LmZy0EG70R4,Matt you are killing it with the podcasts!
349,LmZy0EG70R4,Holy shit I related with this so much
350,LmZy0EG70R4,"The moment you guys mentioned the sentence ""I do not deserve to be happy"" I cried like a baby in the car non stop for the whole trip. Something just snapped and I was aware i was putting on a lot of suffering on myself as well ever since my mom passed. I kept things bottled up for 7 years i felt like drowning.

After that I needed help so i reached out to my good friend/business partner about it. The moment i told him what i heard and triggered me ""I do not deserve to be happy"". The flood gates was open again for a good 5-10 minutes before i could have a proper conversation with him. Felt pretty good about it as he assured me he got my back. But in the end i think i need to see help with a therapist.

I also agree with bonnie about the topic of mental health it being like a taboo in asia. I hate the term ""real men don't cry they bleed"". I know this programming is not helpful at all as it has served me through my childhood. So it's hard for me to be vulnerable and open up to people up till this day as I'm always afraid that people will leave when they know how broken I am and I will not be loved. That was my biggest fear.

Thanks for sharing this episode, your journey, struggles and for breaking part of the the wall that i have been building for 7 years."
